# dataset=strongs/surfaces; lang=por; source=clear-alignments (github.com/Clear-Bible/Alignments); base_text=JFA11; license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	surface	count	share	methods	review
G3754	ὅτι	quantos	1	0.100	transfer	machine
G2532	καί	quantos	1	0.100	transfer	machine
G3756	οὐ	quantos	1	0.100	transfer	machine
G5062	τεσσεράκοντα	quarenta	11	0.611	transfer	machine
G2094	ἔτος	quarenta	4	0.222	transfer	machine
G2250	ἡμέρα	quarenta	2	0.111	transfer	machine
G5063	τεσσερακονταετής	quarenta	1	0.056	transfer	machine
G5067	τέταρτος	quarta	3	1.000	transfer	machine
G5067	τέταρτος	quarto	5	0.625	transfer	machine
G5087	τίθημι	quarto	1	0.125	transfer	machine
G0321	ἀνάγω	quarto	1	0.125	transfer	machine
G2890	Κούαρτος	quarto	1	0.125	transfer	machine
G5613	ὡς	quasi	9	0.391	transfer	machine
G5616	ὡσεί	quasi	8	0.348	transfer	machine
G4975	σχεδόν	quasi	3	0.130	transfer	machine
G4000	πεντακισχίλιοι	quasi	1	0.043	transfer	machine
G4012	περί	quasi	1	0.043	transfer	machine
G4226	ποῦ	quasi	1	0.043	transfer	machine
G5069	τετράδιον	quaternos	1	1.000	transfer	machine
G1180	δεκατέσσαρες	quatorze	5	1.000	transfer	machine
G5064	τέσσαρες	quatro	29	0.906	transfer	machine
G5072	τετράμηνος	quatro	1	0.031	transfer	machine
G5067	τέταρτος	quatro	1	0.031	transfer	machine
G3588	ὁ	quatro	1	0.031	transfer	machine
G5071	τετρακόσιοι	quatrocentos	4	1.000	transfer	machine
G3739	ὅς	que	529	0.169	transfer	machine
G3754	ὅτι	que	499	0.159	transfer	machine
G3588	ὁ	que	458	0.146	transfer	machine
G2443	ἵνα	que	359	0.114	transfer	machine
G5101	τίς	que	199	0.063	transfer	machine
G3748	ὅστις	que	56	0.018	transfer	machine
G0302	ἄν	que	37	0.012	transfer	machine
G3767	οὖν	que	36	0.011	transfer	machine
G2532	καί	que	30	0.010	transfer	machine
G3704	ὅπως	que	29	0.009	transfer	machine
G5607	εἰμί	que	26	0.008	transfer	machine
G5209	σύ	que	25	0.008	transfer	machine
G2228	ἤ	que	25	0.008	transfer	machine
G0846	αὐτός	que	22	0.007	transfer	machine
G1519	εἰς	que	21	0.007	transfer	machine
G3004	λέγω	que	18	0.006	transfer	machine
G1511	εἰμί	que	18	0.006	transfer	machine
G4169	ποῖος	que	16	0.005	transfer	machine
G5213	σύ	que	16	0.005	transfer	machine
G3361	μή	que	15	0.005	transfer	machine
G2076	εἰμί	que	14	0.004	transfer	machine
G1722	ἐν	que	14	0.004	transfer	machine
G1063	γάρ	que	13	0.004	transfer	machine
G4160	ποιέω	que	11	0.004	transfer	machine
G1096	γίνομαι	que	11	0.004	transfer	machine
G1352	διό	que	11	0.004	transfer	machine
G3427	ἐγώ	que	10	0.003	transfer	machine
G2192	ἔχω	que	10	0.003	transfer	machine
G3450	ἐγώ	que	10	0.003	transfer	machine
G2248	ἐγώ	que	10	0.003	transfer	machine
G1437	ἐάν	que	9	0.003	transfer	machine
G5613	ὡς	que	9	0.003	transfer	machine
G4675	σύ	que	9	0.003	transfer	machine
G3844	παρά	que	9	0.003	transfer	machine
G2036	λέγω	que	8	0.003	transfer	machine
G4314	πρός	que	8	0.003	transfer	machine
G2258	εἰμί	que	8	0.003	transfer	machine
G4671	σύ	que	7	0.002	transfer	machine
G5620	ὥστε	que	7	0.002	transfer	machine
G3195	μέλλω	que	7	0.002	transfer	machine
G5124	οὗτος	que	7	0.002	transfer	machine
G2596	κατά	que	6	0.002	transfer	machine
G3956	πᾶς	que	6	0.002	transfer	machine
G5055	τελέω	que	6	0.002	transfer	machine
G5100	τις	que	6	0.002	transfer	machine
G3745	ὅσος	que	6	0.002	transfer	machine
G1487	εἰ	que	6	0.002	transfer	machine
G4100	πιστεύω	que	6	0.002	transfer	machine
G1492	οἶδα	que	6	0.002	transfer	machine
G4571	σύ	que	6	0.002	transfer	machine
G0575	ἀπό	que	6	0.002	transfer	machine
G1909	ἐπί	que	5	0.002	transfer	machine
G1525	εἰσέρχομαι	que	5	0.002	transfer	machine
G1161	δέ	que	5	0.002	transfer	machine
G2064	ἔρχομαι	que	5	0.002	transfer	machine
G2046	λέγω	que	5	0.002	transfer	machine
G2521	κάθημαι	que	5	0.002	transfer	machine
G2309	θέλω	que	4	0.001	transfer	machine
G1691	ἐγώ	que	4	0.001	transfer	machine
G0235	ἀλλά	que	4	0.001	transfer	machine
G0191	ἀκούω	que	4	0.001	transfer	machine
G1526	εἰμί	que	4	0.001	transfer	machine
G2254	ἐγώ	que	4	0.001	transfer	machine
G3306	μένω	que	4	0.001	transfer	machine
G2257	ἐγώ	que	4	0.001	transfer	machine
G3165	ἐγώ	que	4	0.001	transfer	machine
G4905	συνέρχομαι	que	4	0.001	transfer	machine
G2476	ἵστημι	que	4	0.001	transfer	machine
G3756	οὐ	que	4	0.001	transfer	machine
G4687	σπείρω	que	3	0.001	transfer	machine
G0018	ἀγαθός	que	3	0.001	transfer	machine
G3660	ὀμνύω	que	3	0.001	transfer	machine
G2337	θηλάζω	que	3	0.001	transfer	machine
G0565	ἀπέρχομαι	que	3	0.001	transfer	machine
G4217	ποταπός	que	3	0.001	transfer	machine
G2065	ἐρωτάω	que	3	0.001	transfer	machine
G2071	εἰμί	que	3	0.001	transfer	machine
G3778	οὗτος	que	3	0.001	transfer	machine
G5228	ὑπέρ	que	3	0.001	transfer	machine
G5216	σύ	que	3	0.001	transfer	machine
G4012	περί	que	3	0.001	transfer	machine
G2980	λαλέω	que	3	0.001	transfer	machine
G1125	γράφω	que	3	0.001	transfer	machine
G2523	καθίζω	que	3	0.001	transfer	machine
G2730	κατοικέω	que	3	0.001	transfer	machine
G0435	ἀνήρ	que	3	0.001	transfer	machine
G1754	ἐνεργέω	que	3	0.001	transfer	machine
G0654	ἀποστρέφω	que	2	0.001	transfer	machine
G2038	ἐργάζομαι	que	2	0.001	transfer	machine
G5278	ὑπομένω	que	2	0.001	transfer	machine
G0938	βασίλισσα	que	2	0.001	transfer	machine
G3379	μήποτε	que	2	0.001	transfer	machine
G1325	δίδωμι	que	2	0.001	transfer	machine
G2222	ζωή	que	2	0.001	transfer	machine
G2193	ἕως	que	2	0.001	transfer	machine
G2092	ἕτοιμος	que	2	0.001	transfer	machine
G2090	ἑτοιμάζω	que	2	0.001	transfer	machine
G2983	λαμβάνω	que	2	0.001	transfer	machine
G0630	ἀπολύω	que	2	0.001	transfer	machine
G2400	ἰδού	que	2	0.001	transfer	machine
G3757	οὗ	que	2	0.001	transfer	machine
G0142	αἴρω	que	2	0.001	transfer	machine
G1831	ἐξέρχομαι	que	2	0.001	transfer	machine
G1921	ἐπιγινώσκω	que	2	0.001	transfer	machine
G3107	μακάριος	que	2	0.001	transfer	machine
G1097	γινώσκω	que	2	0.001	transfer	machine
G1785	ἐντολή	que	2	0.001	transfer	machine
G1473	ἐγώ	que	2	0.001	transfer	machine
G0312	ἀναγγέλλω	que	2	0.001	transfer	machine
G3708	ὁράω	que	2	0.001	transfer	machine
G2902	κρατέω	que	2	0.001	transfer	machine
G3936	παρίστημι	que	2	0.001	transfer	machine
G3000	λατρεύω	que	2	0.001	transfer	machine
G0991	βλέπω	que	2	0.001	transfer	machine
G4172	πόλις	que	2	0.001	transfer	machine
G2203	Δίς	que	2	0.001	transfer	machine
G2198	ζάω	que	2	0.001	transfer	machine
G5259	ὑπό	que	2	0.001	transfer	machine
G5442	φυλάσσω	que	2	0.001	transfer	machine
G2722	κατέχω	que	2	0.001	transfer	machine
G4771	σύ	que	2	0.001	transfer	machine
G2673	καταργέω	que	2	0.001	transfer	machine
G3779	οὕτως	que	2	0.001	transfer	machine
G5463	χαίρω	que	2	0.001	transfer	machine
G3187	μείζων	que	2	0.001	transfer	machine
G2089	ἔτι	que	2	0.001	transfer	machine
G5108	τοιοῦτος	que	2	0.001	transfer	machine
G1398	δουλεύω	que	2	0.001	transfer	machine
G5426	φρονέω	que	2	0.001	transfer	machine
G4459	πῶς	que	2	0.001	transfer	machine
G0264	ἁμαρτάνω	que	2	0.001	transfer	machine
G3528	νικάω	que	2	0.001	transfer	machine
G2597	καταβαίνω	que	2	0.001	transfer	machine
G0518	ἀπαγγέλλω	que	1	0.000	transfer	machine
G0892	ἄχυρον	que	1	0.000	transfer	machine
G5495	χείρ	que	1	0.000	transfer	machine
G2753	κελεύω	que	1	0.000	transfer	machine
G1122	γραμματεύς	que	1	0.000	transfer	machine
G3793	ὄχλος	que	1	0.000	transfer	machine
G2296	θαυμάζω	que	1	0.000	transfer	machine
G0377	ἀναπίπτω	que	1	0.000	transfer	machine
G2212	ζητέω	que	1	0.000	transfer	machine
G1210	δέω	que	1	0.000	transfer	machine
G0591	ἀποδίδωμι	que	1	0.000	transfer	machine
G2123	εὐκοπώτερος	que	1	0.000	transfer	machine
G1435	δῶρον	que	1	0.000	transfer	machine
G3037	λίθος	que	1	0.000	transfer	machine
G1520	εἷς	que	1	0.000	transfer	machine
G5091	τιμάω	que	1	0.000	transfer	machine
G0906	βάλλω	que	1	0.000	transfer	machine
G1260	διαλογίζομαι	que	1	0.000	transfer	machine
G3899	παραπορεύομαι	que	1	0.000	transfer	machine
G1684	ἐμβαίνω	que	1	0.000	transfer	machine
G0305	ἀναβαίνω	que	1	0.000	transfer	machine
G1139	δαιμονίζομαι	que	1	0.000	transfer	machine
G3762	οὐδείς	que	1	0.000	transfer	machine
G1411	δύναμις	que	1	0.000	transfer	machine
G0907	βαπτίζω	que	1	0.000	transfer	machine
G3384	μήτηρ	que	1	0.000	transfer	machine
G3699	ὅπου	que	1	0.000	transfer	machine
G1380	δοκέω	que	1	0.000	transfer	machine
G4462	ραββουνεί	que	1	0.000	transfer	machine
G1320	διδάσκαλος	que	1	0.000	transfer	machine
G3571	νύξ	que	1	0.000	transfer	machine
G3326	μετά	que	1	0.000	transfer	machine
G3056	λόγος	que	1	0.000	transfer	machine
G0323	ἀνάδειξις	que	1	0.000	transfer	machine
G4095	πίνω	que	1	0.000	transfer	machine
G1544	ἐκβάλλω	que	1	0.000	transfer	machine
G1580	ἐκκομίζω	que	1	0.000	transfer	machine
G4884	συναρπάζω	que	1	0.000	transfer	machine
G2718	κατέρχομαι	que	1	0.000	transfer	machine
G4133	πλήν	que	1	0.000	transfer	machine
G3593	ὁδεύω	que	1	0.000	transfer	machine
G0413	ἀνέκλειπτος	que	1	0.000	transfer	machine
G4327	προσδέχομαι	que	1	0.000	transfer	machine
G3755	ὅστις	que	1	0.000	transfer	machine
G0752	ἀρχισυνάγωγος	que	1	0.000	transfer	machine
G2127	εὐλογέω	que	1	0.000	transfer	machine
G2564	καλέω	que	1	0.000	transfer	machine
G1911	ἐπιβάλλω	que	1	0.000	transfer	machine
G5217	ὑπάγω	que	1	0.000	transfer	machine
G0891	ἄχρι	que	1	0.000	transfer	machine
G2962	κύριος	que	1	0.000	transfer	machine
G1234	διαγογγύζω	que	1	0.000	transfer	machine
G1488	εἰμί	que	1	0.000	transfer	machine
G5126	οὗτος	que	1	0.000	transfer	machine
G5210	σύ	que	1	0.000	transfer	machine
G1438	ἑαυτοῦ	que	1	0.000	transfer	machine
G3656	ὁμιλέω	que	1	0.000	transfer	machine
G4151	πνεῦμα	que	1	0.000	transfer	machine
G4461	ῥαββεί	que	1	0.000	transfer	machine
G0544	ἀπειθέω	que	1	0.000	transfer	machine
G4052	περισσεύω	que	1	0.000	transfer	machine
G1392	δοξάζω	que	1	0.000	transfer	machine
G0308	ἀναβλέπω	que	1	0.000	transfer	machine
G1565	ἐκεῖνος	que	1	0.000	transfer	machine
G2260	ἤπερ	que	1	0.000	transfer	machine
G3880	παραλαμβάνω	que	1	0.000	transfer	machine
G1537	ἐκ	que	1	0.000	transfer	machine
G0240	ἀλλήλων	que	1	0.000	transfer	machine
G3860	παραδίδωμι	que	1	0.000	transfer	machine
G0025	ἀγαπάω	que	1	0.000	transfer	machine
G3303	μέν	que	1	0.000	transfer	machine
G2638	καταλαμβάνω	que	1	0.000	transfer	machine
G4592	σημεῖον	que	1	0.000	transfer	machine
G5532	χρεία	que	1	0.000	transfer	machine
G3123	μᾶλλον	que	1	0.000	transfer	machine
G3982	πείθω	que	1	0.000	transfer	machine
G0091	ἀδικέω	que	1	0.000	transfer	machine
G0770	ἀσθενέω	que	1	0.000	transfer	machine
G5342	φέρω	que	1	0.000	transfer	machine
G4521	σάββατον	que	1	0.000	transfer	machine
G0848	ἑαυτοῦ	que	1	0.000	transfer	machine
G3926	παρενοχλέω	que	1	0.000	transfer	machine
G4822	συμβιβάζω	que	1	0.000	transfer	machine
G4198	πορεύω	que	1	0.000	transfer	machine
G2525	καθίστημι	que	1	0.000	transfer	machine
G1014	βούλομαι	que	1	0.000	transfer	machine
G4373	προσφάτως	que	1	0.000	transfer	machine
G5263	ὑποδείκνυμι	que	1	0.000	transfer	machine
G2099	εὐαγγελιστής	que	1	0.000	transfer	machine
G1377	διώκω	que	1	0.000	transfer	machine
G4864	συναγωγή	que	1	0.000	transfer	machine
G2723	κατηγορέω	que	1	0.000	transfer	machine
G3383	μήτε	que	1	0.000	transfer	machine
G3377	μηνύω	que	1	0.000	transfer	machine
G2967	κωλύω	que	1	0.000	transfer	machine
G4250	πρίν	que	1	0.000	transfer	machine
G3914	παραχειμάζω	que	1	0.000	transfer	machine
G4328	προσδοκάω	que	1	0.000	transfer	machine
G2186	ἐφίστημι	que	1	0.000	transfer	machine
G4837	συνπαρακαλέω	que	1	0.000	transfer	machine
G2784	κηρύσσω	que	1	0.000	transfer	machine
G4920	συνίημι	que	1	0.000	transfer	machine
G2347	θλῖψις	que	1	0.000	transfer	machine
G0266	ἁμαρτία	que	1	0.000	transfer	machine
G0599	ἀποθνῄσκω	que	1	0.000	transfer	machine
G5220	ὕπανδρος	que	1	0.000	transfer	machine
G3551	νόμος	que	1	0.000	transfer	machine
G2045	ἐραυνάω	que	1	0.000	transfer	machine
G1656	ἔλεος	que	1	0.000	transfer	machine
G4102	πίστις	que	1	0.000	transfer	machine
G1252	διακρίνω	que	1	0.000	transfer	machine
G4270	προγράφω	que	1	0.000	transfer	machine
G1279	διαπορεύω	que	1	0.000	transfer	machine
G4648	σκοπέω	que	1	0.000	transfer	machine
G5127	οὗτος	que	1	0.000	transfer	machine
G2540	καιρός	que	1	0.000	transfer	machine
G1858	ἑορτάζω	que	1	0.000	transfer	machine
G5530	χράω	que	1	0.000	transfer	machine
G1060	γαμέω	que	1	0.000	transfer	machine
G0807	ἀσχημονέω	que	1	0.000	transfer	machine
G3441	μόνος	que	1	0.000	transfer	machine
G0722	ἀροτριάω	que	1	0.000	transfer	machine
G4412	πρῶτον	que	1	0.000	transfer	machine
G2837	κοιμάω	que	1	0.000	transfer	machine
G4851	συμφέρω	que	1	0.000	transfer	machine
G1535	εἴτε	que	1	0.000	transfer	machine
G4395	προφητεύω	que	1	0.000	transfer	machine
G1329	διερμηνεύω	que	1	0.000	transfer	machine
G2075	εἰμί	que	1	0.000	transfer	machine
G1698	ἐγώ	que	1	0.000	transfer	machine
G3842	πάντοτε	que	1	0.000	transfer	machine
G4561	σάρξ	que	1	0.000	transfer	machine
G4103	πιστός	que	1	0.000	transfer	machine
G2249	ἐγώ	que	1	0.000	transfer	machine
G2144	εὐπρόσδεκτος	que	1	0.000	transfer	machine
G5485	χάρις	que	1	0.000	transfer	machine
G1680	ἐλπίς	que	1	0.000	transfer	machine
G0878	ἄφρων	que	1	0.000	transfer	machine
G3049	λογίζομαι	que	1	0.000	transfer	machine
G3920	παρείσακτος	que	1	0.000	transfer	machine
G1944	ἐπικατάρατος	que	1	0.000	transfer	machine
G1189	δέος	que	1	0.000	transfer	machine
G1657	ἐλευθερία	que	1	0.000	transfer	machine
G4059	περιτέμνω	que	1	0.000	transfer	machine
G0609	ἀποκόπτω	que	1	0.000	transfer	machine
G4137	πληρόω	que	1	0.000	transfer	machine
G2936	κτίζω	que	1	0.000	transfer	machine
G0547	ἀπειλή	que	1	0.000	transfer	machine
G3772	οὐρανός	que	1	0.000	transfer	machine
G5483	χαρίζομαι	que	1	0.000	transfer	machine
G1360	διότι	que	1	0.000	transfer	machine
G0120	ἀθυμέω	que	1	0.000	transfer	machine
G2282	θάλπω	que	1	0.000	transfer	machine
G0089	ἀδιαλείπτως	que	1	0.000	transfer	machine
G3182	μεθύσκω	que	1	0.000	transfer	machine
G0467	ἀνταποδίδωμι	que	1	0.000	transfer	machine
G0737	ἄρτι	que	1	0.000	transfer	machine
G3862	παράδοσις	que	1	0.000	transfer	machine
G4043	περιπατέω	que	1	0.000	transfer	machine
G4684	σπαταλάω	que	1	0.000	transfer	machine
G5501	χείρων	que	1	0.000	transfer	machine
G3543	νομίζω	que	1	0.000	transfer	machine
G1305	διατροφή	que	1	0.000	transfer	machine
G0329	ἀναζωπυρέω	que	1	0.000	transfer	machine
G3718	ὀρθοτομέω	que	1	0.000	transfer	machine
G1744	ἐνδύνω	que	1	0.000	transfer	machine
G0893	ἀψευδής	que	1	0.000	transfer	machine
G4246	πρεσβύτης	que	1	0.000	transfer	machine
G1080	γεννάω	que	1	0.000	transfer	machine
G1401	δοῦλος	que	1	0.000	transfer	machine
G0950	βεβαιόω	que	1	0.000	transfer	machine
G0749	ἀρχιερεύς	que	1	0.000	transfer	machine
G3606	ὅθεν	que	1	0.000	transfer	machine
G2641	καταλίπω	que	1	0.000	transfer	machine
G1330	διέρχομαι	que	1	0.000	transfer	machine
G0080	ἀδελφός	que	1	0.000	transfer	machine
G1242	διαθήκη	que	1	0.000	transfer	machine
G2662	καταπατέω	que	1	0.000	transfer	machine
G2844	κοινωνός	que	1	0.000	transfer	machine
G5479	χαρά	que	1	0.000	transfer	machine
G4229	πρᾶγμα	que	1	0.000	transfer	machine
G2139	εὐπερίστατος	que	1	0.000	transfer	machine
G5584	ψηλαφάω	que	1	0.000	transfer	machine
G0583	ἀπογράφω	que	1	0.000	transfer	machine
G5537	χρηματίζω	que	1	0.000	transfer	machine
G0321	ἀνάγω	que	1	0.000	transfer	machine
G0416	ἀνεμίζω	que	1	0.000	transfer	machine
G2112	εὐθύς	que	1	0.000	transfer	machine
G3879	παρακύπτω	que	1	0.000	transfer	machine
G5083	τηρέω	que	1	0.000	transfer	machine
G5023	οὗτος	que	1	0.000	transfer	machine
G0822	ἀτμίς	que	1	0.000	transfer	machine
G4335	προσευχή	que	1	0.000	transfer	machine
G0283	ἀμίαντος	que	1	0.000	transfer	machine
G1247	διακονέω	que	1	0.000	transfer	machine
G4218	ποτέ	que	1	0.000	transfer	machine
G1954	ἐπίλοιπος	que	1	0.000	transfer	machine
G3958	πάσχω	que	1	0.000	transfer	machine
G0390	ἀναστρέφω	que	1	0.000	transfer	machine
G0500	ἀντίχριστος	que	1	0.000	transfer	machine
G0031	ἀγγελία	que	1	0.000	transfer	machine
G3670	ὁμολογέω	que	1	0.000	transfer	machine
G5130	οὗτος	que	1	0.000	transfer	machine
G4183	πολλός	que	1	0.000	transfer	machine
G0720	ἀρνέομαι	que	1	0.000	transfer	machine
G0622	ἀπόλλυμι	que	1	0.000	transfer	machine
G5125	οὗτος	que	1	0.000	transfer	machine
G1653	ἐλεέω	que	1	0.000	transfer	machine
G5456	φωνή	que	1	0.000	transfer	machine
G4537	σαλπίζω	que	1	0.000	transfer	machine
G2789	κιθαρίζω	que	1	0.000	transfer	machine
G2097	εὐαγγελίζω	que	1	0.000	transfer	machine
G2767	κεράννυμι	que	1	0.000	transfer	machine
G4204	πόρνη	que	1	0.000	transfer	machine
G4072	πέτομαι	que	1	0.000	transfer	machine
G4228	πούς	que	1	0.000	transfer	machine
G4937	συντρίβω	quebrado	1	1.000	transfer	machine
G1284	διαρρήσσω	quebrando	1	1.000	transfer	machine
G3089	λύω	quebrantada	1	1.000	transfer	machine
G4917	συνθλάω	quebrantado	1	1.000	transfer	machine
G5100	τις	quebrantando	1	1.000	transfer	machine
G3089	λύω	quebrantava	1	1.000	transfer	machine
G2608	κατάγνυμι	quebraram	2	1.000	transfer	machine
G2608	κατάγνυμι	quebrassem	1	1.000	transfer	machine
G4431	πτῶσις	queda	2	0.667	transfer	machine
G4485	ῥῆγμα	queda	1	0.333	transfer	machine
G2618	κατακαίω	queimada	2	1.000	transfer	machine
G4442	πῦρ	queimado	1	0.500	transfer	machine
G4983	σῶμα	queimado	1	0.500	transfer	machine
G2618	κατακαίω	queimados	1	1.000	transfer	machine
G2618	κατακαίω	queimaram	1	1.000	transfer	machine
G0596	ἀποθήκη	queimará	1	0.500	transfer	machine
G2618	κατακαίω	queimará	1	0.500	transfer	machine
G2618	κατακαίω	queimarão	1	1.000	transfer	machine
G2739	καυματίζω	queimou-se	2	1.000	transfer	machine
G2564	καλέω	queiraes	1	1.000	transfer	machine
G2309	θέλω	queiras	1	1.000	transfer	machine
G2192	ἔχω	queixa	1	1.000	transfer	machine
G4727	στενάζω	queixeis	1	1.000	transfer	machine
G3202	μεμψίμοιρος	queixosos	1	1.000	transfer	machine
G3588	ὁ	quem	76	0.358	transfer	machine
G3739	ὅς	quem	56	0.264	transfer	machine
G5101	τίς	quem	35	0.165	transfer	machine
G2192	ἔχω	quem	3	0.014	transfer	machine
G4100	πιστεύω	quem	3	0.014	transfer	machine
G5368	φιλέω	quem	2	0.009	transfer	machine
G2532	καί	quem	2	0.009	transfer	machine
G4571	σύ	quem	1	0.005	transfer	machine
G2551	κακολογέω	quem	1	0.005	transfer	machine
G5278	ὑπομένω	quem	1	0.005	transfer	machine
G1492	οἶδα	quem	1	0.005	transfer	machine
G5455	φωνέω	quem	1	0.005	transfer	machine
G0240	ἀλλήλων	quem	1	0.005	transfer	machine
G1519	εἰς	quem	1	0.005	transfer	machine
G0114	ἀθετέω	quem	1	0.005	transfer	machine
G4314	πρός	quem	1	0.005	transfer	machine
G2228	ἤ	quem	1	0.005	transfer	machine
G2233	ἡγέομαι	quem	1	0.005	transfer	machine
G5176	τρώγω	quem	1	0.005	transfer	machine
G2889	κόσμος	quem	1	0.005	transfer	machine
G0599	ἀποθνῄσκω	quem	1	0.005	transfer	machine
G3450	ἐγώ	quem	1	0.005	transfer	machine
G1565	ἐκεῖνος	quem	1	0.005	transfer	machine
G4012	περί	quem	1	0.005	transfer	machine
G0025	ἀγαπάω	quem	1	0.005	transfer	machine
G0846	αὐτός	quem	1	0.005	transfer	machine
G5100	τις	quem	1	0.005	transfer	machine
G2257	ἐγώ	quem	1	0.005	transfer	machine
G1453	ἐγείρω	quem	1	0.005	transfer	machine
G2309	θέλω	quem	1	0.005	transfer	machine
G3201	μέμφομαι	quem	1	0.005	transfer	machine
G5599	ὦ	quem	1	0.005	transfer	machine
G5620	ὥστε	quem	1	0.005	transfer	machine
G2248	ἐγώ	quem	1	0.005	transfer	machine
G0235	ἀλλά	quem	1	0.005	transfer	machine
G4690	σπέρμα	quem	1	0.005	transfer	machine
G1537	ἐκ	quem	1	0.005	transfer	machine
G3918	πάρειμι	quem	1	0.005	transfer	machine
G4160	ποιέω	quem	1	0.005	transfer	machine
G0015	ἀγαθοποιέω	quem	1	0.005	transfer	machine
G0530	ἅπαξ	quem	1	0.005	transfer	machine
G3748	ὅστις	quem	1	0.005	transfer	machine
G2200	ζεστός	quente	3	1.000	transfer	machine
G2309	θέλω	quer	11	0.393	transfer	machine
G1535	εἴτε	quer	8	0.286	transfer	machine
G1014	βούλομαι	quer	2	0.071	transfer	machine
G1437	ἐάν	quer	1	0.036	transfer	machine
G3739	ὅς	quer	1	0.036	transfer	machine
G3004	λέγω	quer	1	0.036	transfer	machine
G2532	καί	quer	1	0.036	transfer	machine
G2068	ἐσθίω	quer	1	0.036	transfer	machine
G0846	αὐτός	quer	1	0.036	transfer	machine
G5056	τέλος	quer	1	0.036	transfer	machine
G2309	θέλω	quereis	7	0.875	transfer	machine
G4160	ποιέω	quereis	1	0.125	transfer	machine
G2309	θέλω	querem	10	0.714	transfer	machine
G1014	βούλομαι	querem	2	0.143	transfer	machine
G2212	ζητέω	querem	1	0.071	transfer	machine
G0390	ἀναστρέφω	querem	1	0.071	transfer	machine
G2309	θέλω	queremos	2	0.500	transfer	machine
G3579	ξενίζω	queremos	1	0.250	transfer	machine
G1562	ἐκδύω	queremos	1	0.250	transfer	machine
G1014	βούλομαι	querendo	9	0.474	transfer	machine
G2309	θέλω	querendo	8	0.421	transfer	machine
G4392	πρόφασις	querendo	1	0.053	transfer	machine
G1487	εἰ	querendo	1	0.053	transfer	machine
G2309	θέλω	querer	2	1.000	transfer	machine
G2309	θέλω	queres	5	0.714	transfer	machine
G1161	δέ	queres	1	0.143	transfer	machine
G1014	βούλομαι	queres	1	0.143	transfer	machine
G2309	θέλω	queria	8	0.889	transfer	machine
G0848	ἑαυτοῦ	queria	1	0.111	transfer	machine
G2309	θέλω	queriam	3	0.750	transfer	machine
G1014	βούλομαι	queriam	1	0.250	transfer	machine
G2309	θέλω	queriamos	1	1.000	transfer	machine
G4043	περιπατέω	querias	1	1.000	transfer	machine
G1360	διότι	queridos	1	1.000	transfer	machine
G2309	θέλω	quero	25	0.735	transfer	machine
G1014	βούλομαι	quero	6	0.176	transfer	machine
G3756	οὐ	quero	1	0.029	transfer	machine
G0846	αὐτός	quero	1	0.029	transfer	machine
G1161	δέ	quero	1	0.029	transfer	machine
G4802	συνζητέω	questionaes	1	1.000	transfer	machine
G2214	ζήτησις	questão	1	1.000	transfer	machine
G2214	ζήτησις	questões	4	0.667	transfer	machine
G2213	ζήτημα	questões	2	0.333	transfer	machine
G2263	ἤρεμος	quieta	1	1.000	transfer	machine
G2272	ἡσύχιος	quieto	1	1.000	transfer	machine
G4001	πεντακόσιοι	quinhentos	2	1.000	transfer	machine
G3991	πέμπτος	quinto	4	1.000	transfer	machine
G1178	δεκαπέντε	quinze	3	0.750	transfer	machine
G4003	πεντεκαιδέκατος	quinze	1	0.250	transfer	machine
G2309	θέλω	quiz	14	0.875	transfer	machine
G3756	οὐ	quiz	1	0.062	transfer	machine
G1014	βούλομαι	quiz	1	0.062	transfer	machine
G2309	θέλω	quizer	10	0.769	transfer	machine
G1014	βούλομαι	quizer	2	0.154	transfer	machine
G2962	κύριος	quizer	1	0.077	transfer	machine
G2309	θέλω	quizera	4	0.800	transfer	machine
G1629	ἐκφοβέω	quizera	1	0.200	transfer	machine
G2309	θέλω	quizeram	4	1.000	transfer	machine
G2309	θέλω	quizeramos	2	0.667	transfer	machine
G0515	ἀξιόω	quizeramos	1	0.333	transfer	machine
G2309	θέλω	quizerdes	2	1.000	transfer	machine
G2309	θέλω	quizerem	1	1.000	transfer	machine
G2309	θέλω	quizeres	1	1.000	transfer	machine
G2309	θέλω	quizesse	1	1.000	transfer	machine
G2309	θέλω	quizessem	1	1.000	transfer	machine
G2309	θέλω	quizeste	3	1.000	transfer	machine
G2309	θέλω	quizestes	1	1.000	transfer	machine
G2522	καθημερινός	quotidiano	1	1.000	transfer	machine
G3745	ὅσος	quão	7	0.583	transfer	machine
G0846	αὐτός	quão	1	0.083	transfer	machine
G4459	πῶς	quão	1	0.083	transfer	machine
G2036	λέγω	quão	1	0.083	transfer	machine
G1125	γράφω	quão	1	0.083	transfer	machine
G5613	ὡς	quão	1	0.083	transfer	machine
G4461	ῥαββεί	rabbi	10	0.909	transfer	machine
G2036	λέγω	rabbi	1	0.091	transfer	machine
G4462	ραββουνεί	rabboni	1	1.000	transfer	machine
G4477	Ῥαχάβ	rachab	1	1.000	transfer	machine
G4478	Ῥαχήλ	rachel	1	1.000	transfer	machine
G3050	λογικός	racional	2	1.000	transfer	machine
G4460	Ῥαάβ	rahab	2	1.000	transfer	machine
G0938	βασίλισσα	rainha	2	1.000	transfer	machine
